Project Name,Project Link,Parent Category,Category Name,Location,Currency,Goal Amount,Pledged Amount,Percent Funded,Duration,Days Left,Description Length,Risk Desc Count,Is Project We Love,Image Count,Video Count,Success
Mooshi! Mushroom Hard Enamel Pins | Accessories | Cute Pins,https://www.kickstarter.com/projects/2009961832/mooch-mushroom-hard-enamel-pin?ref=discovery,Design,Product Design,UK,GBP,800.0,296.0,37,60,13,122,1072,0,17,0,0
Mooshie the Mushroom Plush,https://www.kickstarter.com/projects/sappyshops/mooshie-the-mushroom-plush?ref=discovery,Design,Toys,USA,USD,1600.0,691.0,43,30,15,80,211,0,13,0,0
Morbid Motivators: An Affirmations Coloring Book for Adults,https://www.kickstarter.com/projects/shanchan/morbid-motivators-an-affirmations-colouring-book-for-adults?ref=discovery,Art,Illustration,UK,GBP,300.0,2407.0,802,30,16,117,319,0,24,0,1
More than words,https://www.kickstarter.com/projects/ly-s/more-than-words-1?ref=discovery,Art,Illustration,Switzerland,CHF,450.0,342.0,76,17,11,42,1605,0,16,0,0
More Than Words Can Say : A beautiful board book,https://www.kickstarter.com/projects/1082383803/more-than-words-can-say-a-beautiful-board-book?ref=discovery,Publishing,Children's Books,USA,USD,5000.0,1572.0,31,45,14,24,557,0,13,0,0
"Mörk Manual, the classic fantasy hack for Mörk Borg",https://www.kickstarter.com/projects/morkmanual/mork-manual-the-osr-fantasy-hack-for-mork-borg?ref=discovery,Games,Tabletop Games,USA,USD,4871.0,7370.0,151,17,64,129,628,0,25,1,1
MORRISON LIVES!,https://www.kickstarter.com/projects/stengel/morrison-lives?ref=discovery,Film & Video,Fantasy,USA,USD,13800.0,68.0,0,36,10,133,232,0,10,1,0
"MOTHER TRUCKER ""THE HEAT. "" Serious Space Wrestling Comics.",https://www.kickstarter.com/projects/animalbobanger/mother-trucker-3-the-heat?ref=discovery,Comics,Comic Books,Canada,CAD,12000.0,27101.29,225,28,7,104,282,1,103,2,1
Mother(ing) as Meditation; illustrated art book.,https://www.kickstarter.com/projects/motherasmeditation/mothering-as-meditation-illustrated-art-book?ref=discovery,Publishing,Art Books,USA,USD,2000.0,3300.0,165,30,18,124,635,0,13,1,1
Mothman Lamp Love Enamel Pins,https://www.kickstarter.com/projects/sugarstunted/mothman-lamp-love-enamel-pins?ref=discovery,Art,Illustration,USA,USD,1400.0,982.0,70,30,10,69,274,0,15,0,0
Mouse Mates,https://www.kickstarter.com/projects/morgueminiatures/mouse-mates-0?ref=discovery,Games,Tabletop Games,UK,GBP,1000.0,605.0,60,15,11,60,411,0,29,1,0
MOZA AI RoboHands: High-Tech Innovative 4D Massager,https://www.kickstarter.com/projects/mozaairobohands/moza-ai-robohands-high-tech-innovative-4d-massager?ref=discovery,Technology,Hardware,USA,USD,5000.0,17219.0,344,60,59,130,518,0,85,7,1
mu6label: The All-in-One Smart Device for Your Guitars,https://www.kickstarter.com/projects/mu6label/mu6label-the-all-in-one-smart-device-for-your-guitars?ref=discovery,Design,Product Design,UK,GBP,10000.0,25999.0,259,31,16,125,591,1,97,1,1
Multifunctional Outdoor 1080P Night Vision Video Recorder,https://www.kickstarter.com/projects/1697352257/multifunctional-outdoor-1080p-night-vision-video-recorder?ref=discovery,Technology,Camera Equipment,Hong Kong,HKD,20000.0,99170.0,495,32,13,88,394,0,61,1,1
Multifunctional storage bag for camping table,https://www.kickstarter.com/projects/79159012/multifunctional-storage-bag-for-camping-table?ref=discovery,none,Crafts,USA,USD,1000.0,66.0,6,20,13,118,633,0,51,2,0
"MultiPro 360：One Flashlight, Countless Uses",https://www.kickstarter.com/projects/223038760/light-up-your-adventures-with-multipro-360?ref=discovery,Technology,Gadgets,Hong Kong,HKD,3000.0,15332.0,511,30,28,123,689,0,59,1,1
Multiverse Battle Map Books for RPG´s,https://www.kickstarter.com/projects/lionbanner/multiverse-battle-maps-season-1?ref=discovery,Games,Tabletop Games,Spain,EUR,6000.0,10278.0,171,28,6,119,376,0,55,1,1
MURABA - Queer Short,https://www.kickstarter.com/projects/muraba/muraba?ref=discovery,Film & Video,Narrative Film,UK,GBP,6000.0,136.0,2,60,27,135,653,0,17,0,0
Murals That Bridge,https://www.kickstarter.com/projects/1849884700/murals-that-bridge?ref=discovery,Art,Public Art,USA,USD,12300.0,2456.0,19,60,45,133,246,0,11,0,0
Murder in Wonderland - An Immersive Virtual Murder Mystery,https://www.kickstarter.com/projects/803406552/murder-in-wonderland-an-immersive-virtual-murder-mystery?ref=discovery,Games,Live Games,UK,GBP,500.0,707.0,141,40,30,135,143,0,17,1,1
Musclemoulder: Mobile gym for all kinds of workout,https://www.kickstarter.com/projects/musclemoulder/mobile-gym-for-all-kinds-of-workout?ref=discovery,Design,Product Design,USA,USD,5000.0,6265.0,125,29,66,123,1172,0,75,4,1
Mushroom Girl Enamel Pin Quickstarter,https://www.kickstarter.com/projects/eclecticscribbles/mushroom-girl-enamel-pin-quickstarter?ref=discovery,Art,Digital Art,USA,USD,500.0,559.0,111,14,57,80,276,0,24,0,1
Mushroom Trove: Enamel Pin Collection,https://www.kickstarter.com/projects/gawki/mushroom-trove-enamel-pin-collection?ref=discovery,none,Art,USA,USD,5000.0,27296.0,545,31,16,135,1447,0,42,0,1
Music ceremony - bigsid new visual album,https://www.kickstarter.com/projects/bigsid/music-ceremony-bigsid-new-visual-album?ref=discovery,Music,Hip-Hop,USA,USD,3000.0,2.0,0,60,16,108,23,0,7,0,0
Music for the Requiem Mass,https://www.kickstarter.com/projects/maia-golden/music-for-the-requiem-mass?ref=discovery,Film & Video,Horror,USA,USD,30000.0,24363.0,81,30,7,131,686,0,26,1,0
Music Genie - An Algorithmic Music Composition Software Aide,https://www.kickstarter.com/projects/851380535/music-genie-an-algorithmic-music-composition-software-aide?ref=discovery,Technology,Sound,USA,USD,2500.0,101.0,4,60,53,131,887,0,16,2,0
Mutineer: Overboard playing cards,https://www.kickstarter.com/projects/relativitycards/mutineer-overboard-waterproof-plastic-playing-cards?ref=discovery,Games,Playing Cards,USA,USD,5000.0,7992.0,159,16,3,85,270,0,26,1,1
Mutopia Evolution,https://www.kickstarter.com/projects/flg/mutopia-evolution?ref=discovery,Art,Installations,USA,USD,25000.0,22096.0,88,40,5,78,431,1,14,1,0
My Body Collective by AnnMarie Tornabene,https://www.kickstarter.com/projects/annmarietornabene/my-body-collective-by-annmarie-tornabene?ref=discovery,Photography,Fine Art,France,EUR,3500.0,631.0,18,45,40,126,899,0,15,1,0
"My Dental Debut: A gentle, sensory-focused children's book",https://www.kickstarter.com/projects/mydentaldebut/my-dental-debut?ref=discovery,Publishing,Children's Books,USA,USD,10000.0,6649.0,66,31,23,134,1135,1,79,2,0
My First Original Album: Metamorphosis,https://www.kickstarter.com/projects/avaarringtonmusic/my-first-original-album-metamorphosis?ref=discovery,Music,Indie Rock,USA,USD,3000.0,96.0,3,30,11,103,189,0,12,0,0
My Friend Sebastian - A short horror by Tina Quinnen,https://www.kickstarter.com/projects/my-friend-sebastian/my-friend-sebastian-a-short-horror-by-tina-quinnen?ref=discovery,Film & Video,Horror,UK,GBP,9000.0,2176.0,24,30,8,133,1048,0,35,1,0
My Greatest Masterpiece is You,https://www.kickstarter.com/projects/simonemajetich/my-greatest-masterpiece-is-you?ref=discovery,Publishing,Children's Books,USA,USD,7500.0,5116.0,68,30,12,135,1235,0,65,1,0
My Insurance APP,https://www.kickstarter.com/projects/erichemphill/my-insurance-app?ref=discovery,Technology,Apps,USA,USD,16000.0,1087.0,6,60,36,135,749,0,7,1,0
My New Penpal,https://www.kickstarter.com/projects/mynewpenpal/my-new-penpal?ref=discovery,Publishing,Children's Books,USA,USD,6500.0,7369.0,113,30,8,124,873,0,19,1,1
My private SOS - OUTDOOR ALARM TRIGGER FOR SMARTPHONES,https://www.kickstarter.com/projects/myprivatesos/my-private-sos-outdoor-alarm-trigger-for-smartphones?ref=discovery,Technology,Wearables,Austria,EUR,15500.0,17.0,0,30,25,88,608,0,77,8,0
Mystic Bonds,https://www.kickstarter.com/projects/mysticbonds/mystic-bonds?ref=discovery,Publishing,Fiction,UK,GBP,600.0,41.0,6,16,15,75,121,0,14,0,0
Mystic Metals Divination Coins,https://www.kickstarter.com/projects/mysticmidnightoracle/mystic-metals-divination-coins?ref=discovery,Games,Tabletop Games,USA,USD,5000.0,32774.0,655,30,16,79,1067,0,70,3,1
Mystics Familia Manga Fund II,https://www.kickstarter.com/projects/thebookofmyrlin/mystics-familia-manga-fund-ii?ref=discovery,Comics,Webcomics,USA,USD,1000.0,61.0,6,60,41,105,101,0,7,1,0
Mythic Color: A Personal Mythology Guide for Self Discovery,https://www.kickstarter.com/projects/sidianmsjones/mythic-color-a-personal-mythology-guide?ref=discovery,Publishing,Children's Books,USA,USD,8000.0,1436.0,17,30,15,127,557,1,34,1,0
Mythic Creature Trainer - a fun fantasy Graphic Novel,https://www.kickstarter.com/projects/pfitzy/mct?ref=discovery,Comics,Graphic Novels,AU,AUD,10000.0,6564.32,65,24,46,68,1014,1,38,1,0
Mythic UK,https://www.kickstarter.com/projects/mythicuk/mythic-uk?ref=discovery,Games,Playing Cards,UK,GBP,13000.0,397.0,3,30,28,35,568,0,17,0,0
Mythica Adventures : 2D Platformer Game,https://www.kickstarter.com/projects/292958978/mythica-adventures-2d-platformer-game?ref=discovery,Games,Video Games,Poland,EUR,6000.0,88.0,1,40,13,113,394,0,21,1,0
Mythical Guardians Hard Enamel Pin Collection,https://www.kickstarter.com/projects/aodenshi/mythical-guardians-hard-enamel-pin-collection?ref=discovery,Art,Illustration,Canada,CAD,500.0,156.29,31,15,9,95,759,0,13,0,0
Mythology Watch | Timeless Tales on Your Wrist,https://www.kickstarter.com/projects/mythologywatch/mythology-watch-timeless-tales-on-your-wrist?ref=discovery,Design,Product Design,Sweden,EUR,14850.0,12974.0,87,40,4,87,3206,0,30,3,0
N-APP SYSTEM,https://www.kickstarter.com/projects/nappsystem/n-app-system?ref=discovery,Technology,Apps,USA,USD,20000.0,1.0,0,30,21,124,294,0,7,0,0
"Nacho Love, Comedic Short Film",https://www.kickstarter.com/projects/nlove/nacho-love-comedic-short-film?ref=discovery,Film & Video,Comedy,USA,USD,4000.0,71.0,1,25,24,69,548,0,41,1,0
"Naked Root Planter: When Roots Breathe, Plants Thrive",https://www.kickstarter.com/projects/nakedroot/naked-root-when-roots-breathe-plants-thrive?ref=discovery,Design,Product Design,USA,USD,10000.0,73785.0,737,30,9,134,1251,0,64,1,1
Nankaina: A Mörk Borg Supplement,https://www.kickstarter.com/projects/fumblecatgames/nankaina-a-mork-borg-supplement?ref=discovery,Games,Tabletop Games,USA,USD,2500.0,1861.0,74,60,43,93,825,0,21,2,0
Nate's Smokehouse BBQ Blends,https://www.kickstarter.com/projects/natesbbqblends/nates-smokehouse-bbq-blends?ref=discovery,Food,Small Batch,USA,USD,35000.0,345.0,0,60,45,56,113,0,10,0,0
National Headline Tour: Current Blue,https://www.kickstarter.com/projects/currentblue/national-headline-tour-current-blue?ref=discovery,Music,Indie Rock,USA,USD,1500.0,1.0,0,30,7,66,366,0,7,0,0
"Natural Fruit Paper Wraps, Only real fruits",https://www.kickstarter.com/projects/fruitpaper/natural-fruit-paper-wraps-only-real-fruits?ref=discovery,Technology,Gadgets,USA,USD,10000.0,21.0,0,30,29,127,746,0,13,1,0
Natural Subjects Art Gallery,https://www.kickstarter.com/projects/heathd/natural-subjects-art-gallery?ref=discovery,none,Photography,Canada,CAD,9000.0,16.29,0,30,3,94,286,0,18,0,0
Nature Kid!,https://www.kickstarter.com/projects/nature-kid/nature-kid?ref=discovery,Games,Mobile Games,UK,GBP,3000.0,31.0,1,60,57,118,159,0,9,1,0
"Nature's Embrace, Icelandic-Inspired 3D Printed Jewelry",https://www.kickstarter.com/projects/3djewrly/unleashing-creativity-with-3d-printed-jewelry?ref=discovery,Fashion,Jewelry,Iceland,USD,10000.0,612.0,6,31,20,94,1292,0,13,1,0
Nature's Reflection: Fleur Tarot a Botanical-Inspired Tarot,https://www.kickstarter.com/projects/tyulyupa/fleur-tarot?ref=discovery,Art,Illustration,Canada,CAD,9300.0,596.29,6,60,53,119,692,0,51,0,0
Nearly Lost! Douglas Davis: 1970s Pioneer of Video Art,https://www.kickstarter.com/projects/ddavis2023/nearly-lost-douglas-davis-1970s-pioneer-of-video-art?ref=discovery,Art,Performance Art,USA,USD,6000.0,142.0,2,60,20,124,2118,1,17,2,0
Neil Greyson presents: Expedition Queer,https://www.kickstarter.com/projects/persephonejayne/neil-greyson-presents-expedition-queer?ref=discovery,Publishing,Comedy,USA,USD,1000.0,40.0,4,39,30,113,568,0,29,1,0
NEKUshirts,https://www.kickstarter.com/projects/nekushirt/nekushirts?ref=discovery,Fashion,Apparel,Austria,EUR,590.0,26.0,4,40,38,132,158,0,11,0,0
Neo City - A Cyberpunk Location Guide for RPGs,https://www.kickstarter.com/projects/thegrinningfrog/neo-city-a-cyberpunk-location-guide-for-rpgs?ref=discovery,Games,Tabletop Games,UK,GBP,500.0,2120.0,424,19,15,105,323,0,21,0,1
Neshee Sofubi!,https://www.kickstarter.com/projects/nesheesofubi/neshee-sofubi?ref=discovery,Art,Sculpture,USA,USD,3500.0,1638.0,46,30,14,55,610,0,18,1,0
Never Going Home: The Beginning and the End,https://www.kickstarter.com/projects/jiangshi/never-going-home-the-beginning-and-the-end?ref=discovery,Games,Tabletop Games,USA,USD,20000.0,43194.0,215,32,11,128,1413,1,29,0,1
New Beginnings: Transform Your Life Through Journaling,https://www.kickstarter.com/projects/kerstin/new-beginnings-transform-your-life-through-journaling?ref=discovery,Publishing,Nonfiction,USA,USD,16000.0,2988.0,18,30,41,131,941,0,27,1,0
New documentary: THERAPHOSA & EPHEBOPUS,https://www.kickstarter.com/projects/lovetarantulas/new-documentary-theraphosa-and-ephebopus?ref=discovery,Film & Video,Documentary,UK,GBP,3500.0,4662.0,133,30,13,103,2454,0,13,1,1
New Expanded HUNT FOR THE SKINWALKER Book & Graphic Novel,https://www.kickstarter.com/projects/boom-studios/hunt-for-the-skinwalker-expanded-edition-and-graphic-novel?ref=discovery,Comics,Graphic Novels,USA,USD,15000.0,32099.0,213,30,8,135,1157,1,46,1,1
New Flower Ranger Album,https://www.kickstarter.com/projects/807441855/new-flower-ranger-album?ref=discovery,Music,Indie Rock,USA,USD,300.0,378.0,126,52,32,48,182,0,7,0,1
New Music from Hannah Glavor!,https://www.kickstarter.com/projects/bananaflavor/new-music-from-hannah-glavor?ref=discovery,Music,Indie Rock,USA,USD,12000.0,11903.0,99,34,29,51,2807,1,19,1,0
New Music on Shortwave To Places Music Is Banned,https://www.kickstarter.com/projects/usworldwide/help-bring-music-freedom-around-the-world?ref=discovery,none,Music,USA,USD,500.0,52.0,10,60,52,133,205,0,7,0,0
New Obliveon Album!,https://www.kickstarter.com/projects/obliveon/new-obliveon-album?ref=discovery,Music,Metal,Canada,CAD,12000.0,32383.29,269,60,30,86,1057,0,20,0,1
New Oceans of Night album - CD + digital formats.,https://www.kickstarter.com/projects/oceansofnight/new-oceans-of-night-album-cd-digital-formats?ref=discovery,Music,Metal,USA,USD,2000.0,1031.0,51,45,22,135,833,0,22,3,0
New Spy 'n Surf Guitarmy of One Album 'The Wave Files',https://www.kickstarter.com/projects/scotthelland/new-spy-n-surf-guitarmy-of-one-album-the-wave-files?ref=discovery,Music,Rock,USA,USD,7007.0,2900.0,41,21,21,99,262,1,13,1,0
NEW STARFINDER PATHFINDER & WORLDSCAPE GRAPHIC NOVELS!,https://www.kickstarter.com/projects/dynamiteent/new-starfinder-pathfinder-and-worldscape-graphic-novels?ref=discovery,Comics,Graphic Novels,USA,USD,15000.0,23648.0,157,21,13,123,355,1,39,1,1
"New Worm Quartet Album ""Carpe Tedium""",https://www.kickstarter.com/projects/reverendshoebox/new-worm-quartet-album-carpe-tedium?ref=discovery,Music,Comedy,USA,USD,7000.0,4853.0,69,30,29,105,444,0,39,1,0
newmove one | mach mehr aus deinem Balkonkraftwerk,https://www.kickstarter.com/projects/newmoveenergy/newmove-one-baue-deine-smarte-solarstrom-anlage-selbst?ref=discovery,Technology,Hardware,Germany,EUR,10000.0,25790.0,257,30,4,99,450,0,35,1,1
Nexaria - Campaign Setting for 5e/Pathfinder 2e,https://www.kickstarter.com/projects/tarhod/nexaria-campaign-setting-for-5e-pathfinder-2e?ref=discovery,Games,Tabletop Games,Spain,EUR,20000.0,8882.0,44,30,22,135,858,0,56,1,0
NEXUS TV STREAMING SERVICE,https://www.kickstarter.com/projects/streamnexus/nexus-tv-streaming-service?ref=discovery,Film & Video,Television,USA,USD,25000.0,31.0,0,30,17,54,357,0,34,1,0
Nick's Handmade EDC Knife Tool,https://www.kickstarter.com/projects/handmadeedcknife/nicks-handmade-edc-knife-tool?ref=discovery,Design,Product Design,Hong Kong,HKD,10000.0,14522.0,145,30,15,110,384,0,29,1,1
Nicky Tesla - ID (Mein Liebesbrief an Daft Punk auf CD),https://www.kickstarter.com/projects/nicky-s/nicky-tesla-id-mein-liebesbrief-an-daft-punk-auf-cd?ref=discovery,Music,Electronic Music,Germany,EUR,350.0,31.0,8,60,30,135,233,0,11,1,0
Night of the Chihuahuas - Issue 4,https://www.kickstarter.com/projects/killerdogs/night-of-the-chihuahuas-issue-4?ref=discovery,Comics,Comic Books,USA,USD,1000.0,1703.0,170,21,9,96,474,0,66,1,1
Night of the Reptoids,https://www.kickstarter.com/projects/artdoku/night-of-the-reptoids?ref=discovery,Film & Video,Thrillers,USA,USD,20000.0,331.0,1,30,3,11,373,0,12,0,0
Night Parade,https://www.kickstarter.com/projects/kurapixel/night-parade?ref=discovery,Art,Digital Art,USA,USD,500.0,5390.0,1078,30,7,72,743,0,19,0,1
Ninja Lace - Black Kevlar® durable shoelaces.,https://www.kickstarter.com/projects/designstack/ninja-lace-black-kevlar-durable-shoelaces?ref=discovery,Fashion,Footwear,UK,GBP,300.0,5725.0,1908,59,10,121,204,0,26,1,1
Nirnama: The Nameless Warrior,https://www.kickstarter.com/projects/nirnama/nirnama-the-nameless-warrior?ref=discovery,Publishing,Fiction,Malaysia,SGD,12000.0,452.0,3,48,16,60,317,0,24,3,0
"NO BEEF BOUILLON: Adding Beef, Without The Beef!",https://www.kickstarter.com/projects/hellaphatvegan/no-beef-bouillon-adding-beef-without-the-beef?ref=discovery,Food,Vegan,USA,USD,14500.0,4307.0,29,35,6,42,1703,1,27,1,0
No Retreat No Surrender issue 1&2,https://www.kickstarter.com/projects/noretreat/no-retreat-no-surrender-issue-1and2?ref=discovery,Comics,Comic Books,USA,USD,2500.0,1686.0,67,60,6,116,256,0,15,1,0
Nomad [E] by Work Louder,https://www.kickstarter.com/projects/nomade/nomad-e-by-work-louder?ref=discovery,Technology,Hardware,Canada,CAD,25000.0,284237.29,1136,30,24,79,593,1,34,1,1
NON CE LO AVEVA DETTO NESSUNO.,https://www.kickstarter.com/projects/cozyinstants/non-ce-lo-aveva-detto-nessuno?ref=discovery,Theater,Immersive,Italy,EUR,35000.0,501.0,1,60,40,43,243,0,8,1,0
Non Sweet: SHUN in North America,https://www.kickstarter.com/projects/nonsweet/non-sweet-shun-in-north-america?ref=discovery,Music,Pop,Canada,CAD,8000.0,6831.29,85,31,29,71,313,1,13,1,0
Noodle the Sand Cat and Friends! ♥Endangered Cuties♥,https://www.kickstarter.com/projects/918457699/noodle-the-sand-cat-and-friends-endangered-cuties?ref=discovery,Design,Toys,UK,GBP,500.0,623.0,124,28,12,113,136,0,37,1,1
Nora The Pig Plushie + Accessories,https://www.kickstarter.com/projects/rebeljonesdesign/nora-the-pig-plushie-accessories?ref=discovery,Design,Toys,UK,GBP,1450.0,3730.0,257,30,15,30,314,0,24,0,1
Not just any chair! Office posture correction chair!,https://www.kickstarter.com/projects/1237465009/not-just-any-chair-office-posture-correction-chair?ref=discovery,none,Crafts,USA,USD,2200.0,10603.0,481,25,9,31,1017,0,42,0,1
Not Only Nine - a Cat Narrative RPG,https://www.kickstarter.com/projects/larryzaur/not-only-nine?ref=discovery,Games,Video Games,USA,USD,20000.0,58450.0,292,30,28,112,642,0,48,1,1
Not Yo Mama's Frying,https://www.kickstarter.com/projects/notyomamasfrying/not-yo-mamas-frying?ref=discovery,Food,Restaurants,USA,USD,15000.0,21.0,0,60,48,95,355,0,7,0,0
Notizbuch und 5e Charakterbogen für Spielende,https://www.kickstarter.com/projects/5echarakternotizbuch/notizbuch-und-5e-charakterbogen-fur-spieler?ref=discovery,Games,Tabletop Games,Germany,EUR,500.0,300.0,60,28,3,110,592,0,15,0,0
Nourish: Empowering Healthier Eating Habits,https://www.kickstarter.com/projects/2106425873florance/nourish-empowering-healthier-eating-habits?ref=discovery,Food,Drinks,USA,USD,2000.0,14.0,0,60,46,134,194,0,7,0,0
Nova A.I - Video editor powered by A.I,https://www.kickstarter.com/projects/michael-moss/nova-ai-video-editor-powered-by-ai?ref=discovery,Technology,Software,UK,GBP,25000.0,80.0,0,60,26,125,271,0,14,1,0
